time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-02-11 00:00:00-05:00,MLTrader,9a265c627f6642a6a8aa645cabb55afd,ETD,buy,market,new,1,gtc,0.0,1,crypto
