time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-12-05 09:30:00-05:00,MLTrader,bf92c1da0f2f4c74adb83e3dac1b3169,BTCUSD,buy,market,new,1,gtc,0.0,1,stock
