datetime,portfolio_value,cash,return
2023-06-01 00:00:00-04:00,100000.0,100000.0,
2023-06-02 00:00:00-04:00,100000.0,100000.0,0.0
2023-06-03 00:00:00-04:00,100000.0,100000.0,0.0
2023-06-04 00:00:00-04:00,100000.0,100000.0,0.0
2023-06-05 00:00:00-04:00,100000.0,100000.0,0.0
2023-06-06 00:00:00-04:00,98200.89955022489,72726.13693153423,-0.01799100449775115
2023-06-07 00:00:00-04:00,97713.64317841078,97713.64317841078,-0.004961832061068816
2023-06-08 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-09 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-10 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-11 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-12 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-13 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-14 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-15 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-16 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-17 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-18 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-19 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-20 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-21 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-22 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-23 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-24 00:00:00-04:00,97713.64317841078,97713.64317841078,0.0
2023-06-25 00:00:00-04:00,97435.04785722384,72566.7497133786,-0.0028511404561825104
2023-06-26 00:00:00-04:00,96965.83468469845,96965.83468469845,-0.0048156508653123264
2023-06-27 00:00:00-04:00,96965.83468469845,96965.83468469845,0.0
2023-06-28 00:00:00-04:00,96572.25718372328,73263.72295930464,-0.004058929645219367
2023-06-29 00:00:00-04:00,97505.18163047924,97505.18163047924,0.009660377358490457
2023-06-30 00:00:00-04:00,101421.10679601683,75865.96886451547,0.0401612006670371
2023-07-01 00:00:00-04:00,100242.26427213527,100242.26427213527,-0.011623246492985961
2023-07-02 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-03 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-04 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-05 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-06 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-07 00:00:00-04:00,100242.26427213527,100242.26427213527,0.0
2023-07-08 00:00:00-04:00,102864.88165134811,77396.35287988119,0.026162790697674465
2023-07-09 00:00:00-04:00,102318.03292001202,83420.57101547353,-0.005316184907397159
2023-07-10 00:00:00-04:00,102760.80381749418,102760.80381749418,0.004327398454075926
2023-07-11 00:00:00-04:00,103677.44948534976,77046.48060870338,0.008920187793427292
2023-07-12 00:00:00-04:00,103294.98939357477,84155.49907932033,-0.0036889419413141944
2023-07-13 00:00:00-04:00,103417.11923149618,103417.11923149618,0.001182340388806935
2023-07-14 00:00:00-04:00,103417.11923149618,103417.11923149618,0.0
2023-07-15 00:00:00-04:00,103417.11923149618,103417.11923149618,0.0
2023-07-16 00:00:00-04:00,104152.58014506809,78298.30033719404,0.007111597374179324
2023-07-17 00:00:00-04:00,104199.72507542526,104199.72507542526,0.0004526525439072504
2023-07-18 00:00:00-04:00,102377.1024187282,77597.19012874058,-0.017491626349088185
2023-07-19 00:00:00-04:00,103219.16191478813,83243.04645911077,0.00822507646891446
2023-07-20 00:00:00-04:00,102634.75428177629,102634.75428177629,-0.005661813389787995
2023-07-21 00:00:00-04:00,101784.5255480811,75974.01041804861,-0.008284023668639007
2023-07-22 00:00:00-04:00,101652.94252977114,101652.94252977114,-0.0012927605409704945
2023-07-23 00:00:00-04:00,101652.94252977114,101652.94252977114,0.0
2023-07-24 00:00:00-04:00,100472.12552058694,76475.8702991652,-0.011616161616161524
2023-07-25 00:00:00-04:00,101909.6418795938,101909.6418795938,0.014307613694430232
2023-07-26 00:00:00-04:00,103909.79894351118,76388.51212960972,0.01962676962676979
2023-07-27 00:00:00-04:00,101865.92259950817,101865.92259950817,-0.019669717050594393
2023-07-28 00:00:00-04:00,101865.92259950817,101865.92259950817,0.0
2023-07-29 00:00:00-04:00,101865.92259950817,101865.92259950817,0.0
2023-07-30 00:00:00-04:00,101865.92259950817,101865.92259950817,0.0
