time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2022-12-05 09:30:00-05:00,MLTrader,4ac353d68ee0463c9c11f48556ef16c0,BTCUSD,sell,market,new,1,gtc,0.0,1,stock
