time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-12-01 09:30:00-05:00,MLTrader,c31ce6e43e034951a7074c28ed8e8fc7,BTCUSD,buy,market,new,1,gtc,0.0,1,stock
