datetime,portfolio_value,cash,return
2023-06-01 00:00:00-04:00,100000.0,100000.0,
2023-06-02 00:00:00-04:00,100035.52142846488,74626.79192087952,0.0003552142846487971
2023-06-03 00:00:00-04:00,99627.35131345378,99627.35131345378,-0.004080251786391598
2023-06-04 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-05 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-06 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-07 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-08 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-09 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-10 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-11 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-12 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-13 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-14 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-15 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-16 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-17 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-18 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-19 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-20 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-21 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-22 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-23 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-24 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-25 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-26 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-27 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-28 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-29 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-06-30 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-07-01 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-07-02 00:00:00-04:00,99627.35131345378,99627.35131345378,0.0
2023-07-03 00:00:00-04:00,100077.29409076116,74745.7271982077,0.004516257547505731
2023-07-04 00:00:00-04:00,99652.56502657114,99652.56502657114,-0.004244010272748011
2023-07-05 00:00:00-04:00,99652.56502657114,99652.56502657114,0.0
2023-07-06 00:00:00-04:00,98933.66227226345,74511.46903381466,-0.007214091821078683
2023-07-07 00:00:00-04:00,99322.63007293775,80422.27566028056,0.0039316021639215215
2023-07-08 00:00:00-04:00,99053.88073977955,99053.88073977955,-0.002705821754426463
2023-07-09 00:00:00-04:00,98919.82221687818,74253.78969004209,-0.0013533899116334736
2023-07-10 00:00:00-04:00,99088.37594492684,80380.48169523744,0.001703942893054533
2023-07-11 00:00:00-04:00,99240.49997283811,79003.9665298904,0.0015352358585007941
2023-07-12 00:00:00-04:00,99089.6706325312,79486.1153712322,-0.0015198365621715837
2023-07-13 00:00:00-04:00,99237.10700370479,99237.10700370479,0.0014879085805052927
2023-07-14 00:00:00-04:00,99237.10700370479,99237.10700370479,0.0
2023-07-15 00:00:00-04:00,99237.10700370479,99237.10700370479,0.0
2023-07-16 00:00:00-04:00,99237.10700370479,99237.10700370479,0.0
2023-07-17 00:00:00-04:00,99237.10700370479,99237.10700370479,0.0
2023-07-18 00:00:00-04:00,98922.7551114242,74352.86308684466,-0.0031676849695836395
2023-07-19 00:00:00-04:00,99015.46268893908,80392.8188767763,0.0009371714062196279
2023-07-20 00:00:00-04:00,98981.03464848748,98981.03464848748,-0.00034770367694747506
2023-07-21 00:00:00-04:00,98981.03464848748,98981.03464848748,0.0
2023-07-22 00:00:00-04:00,98981.03464848748,98981.03464848748,0.0
2023-07-23 00:00:00-04:00,98981.03464848748,98981.03464848748,0.0
2023-07-24 00:00:00-04:00,98497.1093077259,74495.46531167316,-0.004889071350690055
2023-07-25 00:00:00-04:00,99240.72397379503,99240.72397379503,0.007549609032138305
2023-07-26 00:00:00-04:00,99373.32791806111,74468.83003467662,0.0013361847733104337
2023-07-27 00:00:00-04:00,99279.01102812537,99279.01102812537,-0.0009491167490487395
2023-07-28 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-07-29 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-07-30 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-07-31 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-01 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-02 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-03 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-04 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-05 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-06 00:00:00-04:00,99279.01102812537,99279.01102812537,0.0
2023-08-07 00:00:00-04:00,99391.66917735538,74450.45418204191,0.0011347630084479476
2023-08-08 00:00:00-04:00,99735.68748893114,80748.25740689297,0.003461238898824659
2023-08-09 00:00:00-04:00,99360.87095240345,99360.87095240345,-0.003758098489763717
2023-08-10 00:00:00-04:00,99077.2784385593,74356.17627647473,-0.002854166948476178
2023-08-11 00:00:00-04:00,99196.47801709746,99196.47801709746,0.0012030970209992997
2023-08-12 00:00:00-04:00,99182.47531687736,74372.05242808796,-0.00014116126398844298
2023-08-13 00:00:00-04:00,99171.17193236233,99171.17193236233,-0.00011396554158304983
2023-08-14 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-15 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-16 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-17 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-18 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-19 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-20 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-21 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-22 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-23 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-24 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-25 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-26 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-27 00:00:00-04:00,99171.17193236233,99171.17193236233,0.0
2023-08-28 00:00:00-04:00,99273.05205103217,74459.16075978421,0.001027315868963763
2023-08-29 00:00:00-04:00,100424.25433381944,80652.99100115531,0.011596322053194053
2023-08-30 00:00:00-04:00,100137.22704764083,80283.93478208421,-0.0028581470490635086
2023-08-31 00:00:00-04:00,100447.18253237303,100447.18253237303,0.0030953072485693234
2023-09-01 00:00:00-04:00,100447.18253237303,100447.18253237303,0.0
2023-09-02 00:00:00-04:00,100382.37990728095,75210.84131351722,-0.0006451412917549693
2023-09-03 00:00:00-04:00,100322.63694661047,100322.63694661047,-0.0005951538579346272
2023-09-04 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-05 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-06 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-07 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-08 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-09 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-10 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-11 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-12 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-13 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-14 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-15 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-16 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-17 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-18 00:00:00-04:00,100322.63694661047,100322.63694661047,0.0
2023-09-19 00:00:00-04:00,100968.15814998596,75446.68488407896,0.006434452113923461
2023-09-20 00:00:00-04:00,100788.3592928697,81991.456964087,-0.001780748113174191
2023-09-21 00:00:00-04:00,100853.12818510675,100853.12818510675,0.0006426227462323908
2023-09-22 00:00:00-04:00,100853.12818510675,100853.12818510675,0.0
2023-09-23 00:00:00-04:00,100853.12818510675,100853.12818510675,0.0
2023-09-24 00:00:00-04:00,100853.12818510675,100853.12818510675,0.0
2023-09-25 00:00:00-04:00,100853.12818510675,100853.12818510675,0.0
2023-09-26 00:00:00-04:00,100817.16373970453,75675.71467904454,-0.00035660218031319246
2023-09-27 00:00:00-04:00,100939.58692020088,81916.01376745047,0.001214308912839801
2023-09-28 00:00:00-04:00,101465.70745887133,80468.589479572,0.005212231937172351
2023-09-29 00:00:00-04:00,101364.5725844585,81326.84636780478,-0.0009967394595246093
2023-09-30 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0007871914373769329
2023-10-01 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0
2023-10-02 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0
2023-10-03 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0
2023-10-04 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0
2023-10-05 00:00:00-04:00,101444.36590805036,101444.36590805036,0.0
2023-10-06 00:00:00-04:00,101581.09884256884,75725.99256831089,0.0013478612961357328
2023-10-07 00:00:00-04:00,101087.08404532347,101087.08404532347,-0.0048632551023197745
2023-10-08 00:00:00-04:00,101087.08404532347,101087.08404532347,0.0
2023-10-09 00:00:00-04:00,100736.70416250073,75780.30218590265,-0.003466119199418638
2023-10-10 00:00:00-04:00,101052.07319723352,101052.07319723352,0.00313062688872634
2023-10-11 00:00:00-04:00,101052.07319723352,101052.07319723352,0.0
2023-10-12 00:00:00-04:00,101052.07319723352,101052.07319723352,0.0
2023-10-13 00:00:00-04:00,101052.07319723352,101052.07319723352,0.0
2023-10-14 00:00:00-04:00,101052.07319723352,101052.07319723352,0.0
2023-10-15 00:00:00-04:00,101336.33424097399,75779.08412670194,0.0028130154557606257
2023-10-16 00:00:00-04:00,102199.21438095585,82315.4360159118,0.008515012373843778
2023-10-17 00:00:00-04:00,102159.15379691593,81653.18041682993,-0.000391985244530324
2023-10-18 00:00:00-04:00,102232.03942080788,102232.03942080788,0.0007134517190388046
2023-10-19 00:00:00-04:00,102232.03942080788,102232.03942080788,0.0
2023-10-20 00:00:00-04:00,102232.03942080788,102232.03942080788,0.0
2023-10-21 00:00:00-04:00,102232.03942080788,102232.03942080788,0.0
2023-10-22 00:00:00-04:00,102493.76809306387,76878.4410253672,0.002560143314550123
2023-10-23 00:00:00-04:00,104464.46576597453,83259.84669173595,0.01922748777390315
2023-10-24 00:00:00-04:00,104955.21457642109,83613.02744732291,0.004697758293676246
2023-10-25 00:00:00-04:00,105294.06957209119,84041.11462672011,0.0032285675088907784
2023-10-26 00:00:00-04:00,105086.18108296092,84279.79226841991,-0.0019743608540834234
2023-10-27 00:00:00-04:00,104935.48344943087,84013.65029691903,-0.0014340385384361554
2023-10-28 00:00:00-04:00,105083.59836402402,105083.59836402402,0.0014114855120910264
2023-10-29 00:00:00-04:00,105557.04648569191,78949.09251900633,0.004505442609871402
2023-10-30 00:00:00-04:00,105457.76035322156,85732.71959419579,-0.0009405921800190731
2023-10-31 00:00:00-04:00,105469.99272394738,105469.99272394738,0.00011599308277410181
2023-11-01 00:00:00-04:00,105469.99272394738,105469.99272394738,0.0
2023-11-02 00:00:00-04:00,105673.69122040646,79688.59270041295,0.001931340765256584
2023-11-03 00:00:00-04:00,106056.0908813998,106056.0908813998,0.0036186836721332494
2023-11-04 00:00:00-04:00,106056.0908813998,106056.0908813998,0.0
2023-11-05 00:00:00-04:00,106289.4183313231,79805.84605213867,0.0022000381871913888
2023-11-05 23:00:00-05:00,106320.47324774749,106320.47324774749,0.00029217317125196374
2023-11-06 23:00:00-05:00,106320.47324774749,106320.47324774749,0.0
2023-11-07 23:00:00-05:00,106320.47324774749,106320.47324774749,0.0
2023-11-08 23:00:00-05:00,106320.47324774749,106320.47324774749,0.0
2023-11-09 23:00:00-05:00,106320.47324774749,106320.47324774749,0.0
2023-11-10 23:00:00-05:00,106631.99713269001,80174.33698636398,0.0029300460713395093
2023-11-11 23:00:00-05:00,106615.32595407253,86618.10016624497,-0.00015634311525403177
2023-11-12 23:00:00-05:00,106661.738380774,106661.738380774,0.00043532603109475154
2023-11-13 23:00:00-05:00,105558.77999787252,79587.27026272641,-0.010340712608339464
2023-11-14 23:00:00-05:00,106252.7048579199,106252.7048579199,0.0065738241770259
2023-11-15 23:00:00-05:00,106252.7048579199,106252.7048579199,0.0
2023-11-16 23:00:00-05:00,105318.48937158441,78413.05398034598,-0.008792392509769265
2023-11-17 23:00:00-05:00,105204.77882315092,85622.33626867764,-0.0010796826759668088
2023-11-18 23:00:00-05:00,105663.76185012763,83797.25630928062,0.004362758347206563
2023-11-19 23:00:00-05:00,105202.84037645003,105202.84037645003,-0.004362152791146823
2023-11-20 23:00:00-05:00,104075.32124038675,78969.91616019644,-0.010717573138031677
2023-11-21 23:00:00-05:00,105270.62625430895,105270.62625430895,0.0114849995145474
2023-11-22 23:00:00-05:00,105270.62625430895,105270.62625430895,0.0
2023-11-23 23:00:00-05:00,105469.80306902115,78863.22370833218,0.0018920455002426895
2023-11-24 23:00:00-05:00,105180.88027190942,105180.88027190942,-0.002739388798542186
2023-11-25 23:00:00-05:00,105009.5448635586,78944.09371713332,-0.0016289596351340974
2023-11-26 23:00:00-05:00,105239.31378511067,105239.31378511067,0.002188076539619388
2023-11-27 23:00:00-05:00,105239.31378511067,105239.31378511067,0.0
2023-11-28 23:00:00-05:00,105239.31378511067,105239.31378511067,0.0
2023-11-29 23:00:00-05:00,105239.31378511067,105239.31378511067,0.0
2023-11-30 23:00:00-05:00,105811.30145471799,78823.24909239252,0.0054351140180870505
2023-12-01 23:00:00-05:00,105133.9843483903,105133.9843483903,-0.006401179240929755
2023-12-02 23:00:00-05:00,105133.9843483903,105133.9843483903,0.0
2023-12-03 23:00:00-05:00,106782.72305793714,79177.92161483967,0.015682262208224662
2023-12-04 23:00:00-05:00,107397.12757228315,86614.40120339506,0.005753782042181577
2023-12-05 23:00:00-05:00,106408.08010997182,106408.08010997182,-0.009209254331738581
2023-12-06 23:00:00-05:00,105928.39915599392,79612.08442360883,-0.004507937305909149
2023-12-07 23:00:00-05:00,106406.18473942601,86095.00451438964,0.004510457887015651
2023-12-08 23:00:00-05:00,105996.37054839628,105996.37054839628,-0.003851413261675596
2023-12-09 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-10 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-11 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-12 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-13 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-14 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-15 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-16 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-17 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-18 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-19 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-20 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-21 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-22 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-23 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-24 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-25 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-26 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-27 23:00:00-05:00,105996.37054839628,105996.37054839628,0.0
2023-12-28 23:00:00-05:00,105144.93289650687,78968.2461766682,-0.008032705718925115
2023-12-29 23:00:00-05:00,105248.61774919638,85482.12359897413,0.0009861136417439464
2023-12-30 23:00:00-05:00,105224.18514314118,105224.18514314118,-0.00023214182359543312
