time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2023-04-22 01:00:00-04:00,MLTrader,0386763a1f73490ead80f6d7896a7ef1,XRP,buy,market,new,1,gtc,0.0,1,stock
