time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-01-31 00:00:00-05:00,MLTrader,8469195ce6ba4cb28b8740c3a21fb3d2,BTC,sell,market,new,1,gtc,0.0,1,stock,,,
2024-01-31 00:00:00-05:00,MLTrader,8469195ce6ba4cb28b8740c3a21fb3d2,BTC,sell,market,fill,1,gtc,0.0,1,stock,42956.0,1.1750411851935412,0.0
