datetime,portfolio_value,cash,positions,return
2024-01-01 00:00:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",
2024-01-02 00:00:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2024-01-03 00:00:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2024-01-04 00:00:00-05:00,100000.0,100000.0,"[{'asset': USD, 'quantity': 100000.0}]",0.0
2024-01-05 00:00:00-05:00,98495.42770159165,148459.23834985602,"[{'asset': USD, 'quantity': 148459.23834985602}, {'asset': LTC, 'quantity': -1.130917241738084}]",-0.015045722984083576
2024-01-06 00:00:00-05:00,99164.15820472281,222739.43055770546,"[{'asset': USD, 'quantity': 222739.43055770546}, {'asset': LTC, 'quantity': -2.8110844484299964}]",0.0067894573254425605
2024-01-07 00:00:00-05:00,99956.95334449498,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",0.00799477506918822
2024-01-08 00:00:00-05:00,83530.57892487608,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",-0.16433448469569178
2024-01-09 00:00:00-05:00,88130.60510446483,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",0.055069966457742536
2024-01-10 00:00:00-05:00,85265.40929305839,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",-0.032510792454110704
2024-01-11 00:00:00-05:00,86945.72558312776,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",0.019706892912389584
2024-01-12 00:00:00-05:00,105920.36592865337,334666.2477562538,"[{'asset': USD, 'quantity': 334666.2477562538}, {'asset': LTC, 'quantity': -5.34451746205267}]",0.21823545917026355
2024-01-13 00:00:00-05:00,73174.00708572468,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.309160174776834
2024-01-14 00:00:00-05:00,68838.99460313545,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.0592425186926101
2024-01-15 00:00:00-05:00,71917.056767225,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.044713932587698624
2024-01-16 00:00:00-05:00,74373.48564782637,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.0341564156129488
2024-01-17 00:00:00-05:00,72860.84465800517,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.020338444227071206
2024-01-18 00:00:00-05:00,67062.45269107865,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.07958172862451784
2024-01-19 00:00:00-05:00,68419.88084219248,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.02024125418386924
2024-01-20 00:00:00-05:00,68568.83825163209,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.002177107115739929
2024-01-21 00:00:00-05:00,68196.24924586841,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.0054337949316911605
2024-01-22 00:00:00-05:00,60202.20160594222,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.11722122152356507
2024-01-23 00:00:00-05:00,61508.022465596616,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.021690583148465947
2024-01-24 00:00:00-05:00,62390.819921015674,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.014352557927103549
2024-01-25 00:00:00-05:00,61823.92164362079,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.009086245029518047
2024-01-26 00:00:00-05:00,69210.80168024063,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.11948255368206717
2024-01-27 00:00:00-05:00,70431.00135179196,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.017630191269691453
2024-01-28 00:00:00-05:00,70034.56352194477,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.0056287405011755665
2024-01-29 00:00:00-05:00,74900.50556363899,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.06947915139314764
2024-01-30 00:00:00-05:00,73674.83239147835,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.01636401734457249
2024-01-31 00:00:00-05:00,72094.16360836974,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.021454664120707845
2024-02-01 00:00:00-05:00,74140.86187192984,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.02838923653623593
2024-02-02 00:00:00-05:00,74573.65938439616,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.005837503119587861
2024-02-03 00:00:00-05:00,73779.61083171409,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.010647842136713215
2024-02-04 00:00:00-05:00,72249.37644707717,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.020740613394224505
2024-02-05 00:00:00-05:00,72478.48154401054,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.0031710321694082833
2024-02-06 00:00:00-05:00,74179.17637619516,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.023464824261693717
2024-02-07 00:00:00-05:00,79060.75699105891,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.06580796462483107
2024-02-08 00:00:00-05:00,82954.76171026783,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.04925331943949507
2024-02-09 00:00:00-05:00,89981.95456398887,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.08471114507283595
2024-02-10 00:00:00-05:00,92508.3660595238,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.028076868387409082
2024-02-11 00:00:00-05:00,94548.4179294869,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.022052620285720304
2024-02-12 00:00:00-05:00,100994.24682563124,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.06817489956258793
2024-02-13 00:00:00-05:00,100258.0609936764,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.00728938385199196
2024-02-14 00:00:00-05:00,108388.94614883585,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.08109956520775219
2024-02-15 00:00:00-05:00,108826.82619758224,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.004039895803997551
2024-02-16 00:00:00-05:00,109758.10322982678,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.008557421591563807
2024-02-17 00:00:00-05:00,107860.75334003553,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.017286649768521567
2024-02-18 00:00:00-05:00,109644.72357434782,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",0.01653956772106202
2024-02-19 00:00:00-05:00,108138.72897812363,-94267.80487593036,"[{'asset': USD, 'quantity': -94267.80487593036}, {'asset': LTC, 'quantity': 3.9096432923784503}]",-0.01373522178842479
