time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type
2022-12-05 09:30:00-05:00,MLTrader,bf040b799b454a9688bcec023ff29914,BTCUSD,sell,market,new,1,gtc,0.0,1,stock
